Primary_Category_Alt,Name,price_range_description,Price,Discount,Description,upload_date_time,Status,Inventory_Level,Reorder_Point,Lead_Time_Days,Supplier,Last_Restock_Date,Discount_Percentage,Total_Revenue,Demand,date,week,lag_1,rolling_mean
Women,Dress,Premium,486.3004549,44.57111078,Dress in Women category,07:21.7,Available,6,30,2,Supplier_4,07:21.7,44.57111078,808.6528213,3,11/19/2021,46,5,0
Men,Jeans,Premium,331.521625,23.03025742,Jeans in Men category,07:21.7,Available,50,88,15,Supplier_10,07:21.7,23.03025742,7144.797559,28,10/28/2022,43,0,0
Home,Dress,Medium,67.46975462,48.48177663,Dress in Home category,07:21.7,Available,85,51,21,Supplier_9,07:21.7,48.48177663,2954.533606,85,9/1/2022,35,0,0
Home,Dress,Premium,408.1340643,25.02641281,Dress in Home category,07:21.7,Out of Stock,180,39,30,Supplier_8,07:21.7,25.02641281,55078.69474,180,12/11/2021,49,0,0
Women,Bags,Medium,67.65960452,46.74399723,Bags in Women category,07:21.7,Out of Stock,135,93,27,Supplier_10,07:21.7,46.74399723,4864.428116,135,6/1/2022,22,0,0
Men,Bags,High,108.1202689,25.8172662,Bags in Men category,07:21.7,Available,80,43,22,Supplier_9,07:21.7,25.8172662,6416.525701,80,3/26/2024,13,0,0
Men,Jacket,High,130.2656426,18.37140456,Jacket in Men category,07:21.7,Available,224,46,7,Supplier_1,07:21.7,18.37140456,8294.05312,78,12/10/2020,50,0,0
Accessories,Bags,Low,10.84320639,43.99766381,Bags in Accessories category,07:21.7,Available,20,62,29,Supplier_5,07:21.7,43.99766381,78.94183565,13,5/3/2021,18,0,0
Home,Jacket,High,192.8285679,7.688792166,Jacket in Home category,07:21.7,Available,376,70,5,Supplier_9,07:21.7,7.688792166,66750.89251,375,9/2/2022,35,0,0
Home,Sneakers,Premium,465.9259915,19.37255814,Sneakers in Home category,07:21.7,Available,287,41,25,Supplier_3,07:21.7,19.37255814,66868.22901,178,8/16/2021,33,0,0
Home,Sneakers,High,157.6639356,45.74837392,Sneakers in Home category,07:21.7,Out of Stock,500,76,20,Supplier_6,07:21.7,45.74837392,21640.41795,253,5/18/2023,20,0,0
Accessories,Sneakers,Premium,313.3165465,9.174719369,Sneakers in Accessories category,07:21.7,Out of Stock,175,25,1,Supplier_10,07:21.7,9.174719369,49799.86071,175,3/31/2022,13,0,0
Home,Jeans,Medium,38.72615751,12.66890262,Jeans in Home category,07:21.7,Available,463,35,5,Supplier_5,07:21.7,12.66890262,6831.635622,202,10/6/2021,40,0,0
Accessories,Sneakers,High,123.4053522,19.24554398,Sneakers in Accessories category,07:21.7,Out of Stock,244,64,5,Supplier_10,07:21.7,19.24554398,24315.89828,244,1/8/2022,1,27,0
Women,Sneakers,Low,9.72945804,13.09471007,Sneakers in Women category,07:21.7,Available,178,54,5,Supplier_3,07:21.7,13.09471007,1505.063642,178,8/28/2022,34,0,0
Accessories,Dress,Medium,59.09830219,14.68667595,Dress in Accessories category,07:21.7,Available,38,42,23,Supplier_3,07:21.7,14.68667595,1512.561782,30,4/16/2024,16,0,0
Accessories,Bags,Medium,60.81085044,28.9529087,Bags in Accessories category,07:21.7,Out of Stock,43,57,10,Supplier_4,07:21.7,28.9529087,216.0217022,5,9/28/2021,39,87,0
Men,Bags,Medium,60.27922015,30.29408601,Bags in Men category,07:21.7,Out of Stock,261,28,2,Supplier_3,07:21.7,30.29408601,10966.74533,261,12/3/2022,48,0,0
Women,Dress,Low,20.7999818,36.31471252,Dress in Women category,07:21.7,Out of Stock,123,50,17,Supplier_4,07:21.7,36.31471252,357.6562616,27,5/26/2021,21,0,0
Kids,Jacket,Low,8.774097308,9.233270938,Jacket in Kids category,07:21.7,Out of Stock,362,39,26,Supplier_4,07:21.7,9.233270938,621.1889682,78,5/2/2021,17,0,0
Shoes,Jacket,High,135.292214,16.23038164,Jacket in Shoes category,07:21.7,Out of Stock,288,10,1,Supplier_1,07:21.7,16.23038164,32640.12614,288,11/3/2020,45,0,0
Women,Shirt,High,162.1111315,46.7931582,Shirt in Women category,07:21.7,Out of Stock,470,54,26,Supplier_3,07:21.7,46.7931582,4571.473303,53,3/20/2022,11,63,0
Home,Shirt,Premium,267.0239757,18.08467692,Shirt in Home category,07:21.7,Out of Stock,216,17,17,Supplier_2,07:21.7,18.08467692,47246.44732,216,11/24/2022,47,0,0
Women,Jacket,High,126.7256195,27.3530939,Jacket in Women category,07:21.7,Available,473,56,26,Supplier_3,07:21.7,27.3530939,35720.14982,388,9/18/2023,38,0,0
Accessories,Jeans,Low,22.41838856,22.67328557,Jeans in Accessories category,07:21.7,Available,297,23,10,Supplier_8,07:21.7,22.67328557,4992.59615,288,3/30/2023,13,0,0
Accessories,Bags,High,166.4251501,47.13464626,Bags in Accessories category,07:21.7,Out of Stock,199,60,22,Supplier_3,07:21.7,47.13464626,17508.26762,199,9/12/2021,36,0,0
Home,Shirt,Medium,86.70180935,36.80243678,Shirt in Home category,07:21.7,Available,118,29,7,Supplier_2,07:21.7,36.80243678,1643.802923,30,8/1/2023,31,144,0
Kids,Dress,Premium,216.6195491,29.69671304,Dress in Kids category,07:21.7,Available,301,48,30,Supplier_10,07:21.7,29.69671304,14619.90367,96,11/10/2023,45,0,0
Women,Shirt,Premium,449.84164,21.99894633,Shirt in Women category,07:21.7,Out of Stock,448,17,6,Supplier_6,07:21.7,21.99894633,41403.98385,118,1/7/2021,1,0,0
Home,Sneakers,Medium,91.51230591,11.52418922,Sneakers in Home category,07:21.7,Available,274,95,30,Supplier_7,07:21.7,11.52418922,22184.75377,274,5/23/2024,21,0,0
Accessories,Jacket,Low,13.54412156,39.5085285,Jacket in Accessories category,07:21.7,Out of Stock,266,57,20,Supplier_5,07:21.7,39.5085285,2179.348223,266,6/3/2023,22,0,0
Accessories,Jacket,Low,25.81268419,23.19285147,Jacket in Accessories category,07:21.7,Out of Stock,163,26,3,Supplier_6,07:21.7,23.19285147,3231.63583,163,3/14/2024,11,37,0
Shoes,Sneakers,Low,25.15192263,17.28407928,Sneakers in Shoes category,07:21.7,Available,60,60,19,Supplier_7,07:21.7,17.28407928,1102.646152,53,3/19/2021,11,242,0
Shoes,Shirt,Premium,244.2855805,48.32308223,Shirt in Shoes category,07:21.7,Available,366,32,21,Supplier_9,07:21.7,48.32308223,22975.54506,182,6/2/2022,22,0,0
Women,Jeans,Premium,370.4449767,24.92344991,Jeans in Women category,07:21.7,Out of Stock,39,15,19,Supplier_1,07:21.7,24.92344991,10846.57503,39,2/24/2023,8,0,0
Home,Bags,Medium,95.14302812,27.28713951,Bags in Home category,07:21.7,Available,28,100,5,Supplier_10,07:21.7,27.28713951,1937.074085,28,12/14/2022,50,0,0
Accessories,Bags,Premium,366.7925152,42.79494134,Bags in Accessories category,07:21.7,Out of Stock,33,99,24,Supplier_5,07:21.7,42.79494134,5455.42071,26,5/30/2024,22,0,0
Accessories,Bags,Low,22.58565654,29.41661752,Bags in Accessories category,07:21.7,Out of Stock,207,23,23,Supplier_9,07:21.7,29.41661752,2614.442136,164,4/6/2023,14,0,0
Home,Sneakers,Premium,246.8669299,25.14818401,Sneakers in Home category,07:21.7,Available,5,90,2,Supplier_6,07:21.7,25.14818401,923.9219006,5,10/31/2020,44,0,0
Kids,Dress,Premium,366.8440942,17.36694878,Dress in Kids category,07:21.7,Out of Stock,310,23,7,Supplier_4,07:21.7,17.36694878,36982.40513,122,12/25/2022,51,0,0
Men,Jacket,Low,10.41258359,29.8052912,Jacket in Men category,07:21.7,Out of Stock,413,31,29,Supplier_8,07:21.7,29.8052912,1001.344334,137,12/16/2023,50,0,0
Accessories,Shirt,High,154.6301685,46.69590441,Shirt in Accessories category,07:21.7,Out of Stock,118,84,22,Supplier_7,07:21.7,46.69590441,9726.057111,118,4/30/2022,17,0,0
Accessories,Dress,High,115.5734723,23.55779669,Dress in Accessories category,07:21.7,Out of Stock,38,70,4,Supplier_7,07:21.7,23.55779669,2650.407261,30,10/5/2023,40,0,0
Shoes,Sneakers,Premium,409.5660867,23.64969721,Sneakers in Shoes category,07:21.7,Available,261,54,14,Supplier_5,07:21.7,23.64969721,41902.46294,134,1/24/2021,3,91,0
Women,Dress,Premium,303.254794,26.4181132,Dress in Women category,07:21.7,Out of Stock,500,36,6,Supplier_8,07:21.7,26.4181132,24991.74712,112,7/11/2023,28,296,0
Shoes,Dress,Medium,32.52926343,11.62547148,Dress in Shoes category,07:21.7,Available,361,76,23,Supplier_1,07:21.7,11.62547148,7704.352294,268,8/24/2023,34,0,0
Home,Sneakers,Low,23.30249798,23.28381331,Sneakers in Home category,07:21.7,Available,47,33,17,Supplier_8,07:21.7,23.28381331,840.209029,47,10/6/2021,40,21,0
Home,Dress,Premium,356.3772722,14.44985831,Dress in Home category,07:21.7,Available,6,27,1,Supplier_8,07:21.7,14.44985831,1829.287568,6,6/9/2021,23,0,0
Shoes,Sneakers,Low,23.48627436,45.97074486,Sneakers in Shoes category,07:21.7,Available,188,27,23,Supplier_6,07:21.7,45.97074486,558.3362003,44,3/20/2021,11,21,0
Shoes,Bags,Low,10.07904484,11.65312088,Bags in Shoes category,07:21.7,Out of Stock,456,31,2,Supplier_5,07:21.7,11.65312088,1380.200843,155,2/11/2022,6,75,0
Home,Bags,Premium,248.5361387,23.79110644,Bags in Home category,07:21.7,Out of Stock,352,30,11,Supplier_5,07:21.7,23.79110644,56443.17914,298,2/9/2024,6,0,0
Women,Bags,Medium,34.35146037,16.90601725,Bags in Women category,07:21.7,Out of Stock,180,23,17,Supplier_10,07:21.7,16.90601725,3539.455573,124,5/5/2024,18,0,0
Women,Bags,Premium,237.8140166,48.71486335,Bags in Women category,07:21.7,Out of Stock,417,88,11,Supplier_9,07:21.7,48.71486335,16343.07462,134,10/2/2020,40,0,0
Women,Jacket,Low,14.9139925,26.45362854,Jacket in Women category,07:21.7,Available,237,12,17,Supplier_6,07:21.7,26.45362854,1360.11884,124,3/31/2023,13,0,0
Men,Sneakers,High,168.6465638,13.70460411,Sneakers in Men category,07:21.7,Out of Stock,209,22,30,Supplier_1,07:21.7,13.70460411,27069.3649,186,12/12/2023,50,0,0
Accessories,Jeans,Low,27.99215034,18.39041383,Jeans in Accessories category,07:21.7,Out of Stock,431,97,22,Supplier_4,07:21.7,18.39041383,6282.176464,275,7/12/2022,28,357,0
Kids,Sneakers,Premium,415.6689852,15.75444358,Sneakers in Kids category,07:21.7,Out of Stock,400,51,5,Supplier_9,07:21.7,15.75444358,89996.9409,257,7/24/2022,29,0,0
Men,Dress,Premium,425.9331032,33.20144798,Dress in Men category,07:21.7,Available,421,44,5,Supplier_1,07:21.7,33.20144798,49505.98332,174,8/27/2023,34,19,0
Accessories,Jacket,High,113.7981282,42.56564425,Jacket in Accessories category,07:21.7,Available,363,90,2,Supplier_9,07:21.7,42.56564425,21372.46553,327,4/16/2022,15,0,0
Home,Dress,Medium,50.37424188,6.604787859,Dress in Home category,07:21.7,Out of Stock,137,61,15,Supplier_10,07:21.7,6.604787859,940.9426013,20,2/4/2024,5,0,0
Home,Dress,High,171.9116718,37.82271161,Dress in Home category,07:21.7,Available,39,79,4,Supplier_9,07:21.7,37.82271161,2779.140415,26,8/3/2022,31,0,0
Men,Bags,Low,25.25603486,7.551726973,Bags in Men category,07:21.7,Out of Stock,302,53,25,Supplier_8,07:21.7,7.551726973,5440.26296,233,10/4/2021,40,0,0
Shoes,Dress,Premium,326.8959491,5.189130305,Dress in Shoes category,07:21.7,Available,173,35,4,Supplier_9,07:21.7,5.189130305,53618.39037,173,1/2/2022,52,0,0
Shoes,Jeans,Medium,83.15269363,22.36276759,Jeans in Shoes category,07:21.7,Available,447,18,18,Supplier_4,07:21.7,22.36276759,5100.03855,79,7/22/2022,29,0,0
Accessories,Sneakers,Premium,273.149216,27.56886999,Sneakers in Accessories category,07:21.7,Out of Stock,13,77,13,Supplier_1,07:21.7,27.56886999,2571.985829,13,3/19/2024,12,0,0
Accessories,Dress,Low,12.22704563,32.36768049,Dress in Accessories category,07:21.7,Available,42,42,19,Supplier_10,07:21.7,32.36768049,347.3162517,42,5/4/2024,18,0,0
Accessories,Shirt,Premium,432.4815705,36.42573774,Shirt in Accessories category,07:21.7,Out of Stock,20,72,24,Supplier_1,07:21.7,36.42573774,274.9469679,1,7/3/2024,27,112,136.5
Women,Shirt,Medium,75.51184782,7.355048145,Shirt in Women category,07:21.7,Out of Stock,38,84,1,Supplier_4,07:21.7,7.355048145,419.7474903,6,5/8/2021,18,0,0
Kids,Jacket,Low,16.34478209,35.48716332,Jacket in Kids category,07:21.7,Out of Stock,144,89,3,Supplier_3,07:21.7,35.48716332,1518.405491,144,11/26/2023,47,0,0
Accessories,Jeans,Low,18.70054748,47.57609285,Jeans in Accessories category,07:21.7,Out of Stock,492,93,4,Supplier_6,07:21.7,47.57609285,803.8917271,82,7/3/2023,27,0,0
Home,Sneakers,Premium,477.5108497,29.24237858,Sneakers in Home category,07:21.7,Available,490,79,28,Supplier_3,07:21.7,29.24237858,43585.91618,129,12/12/2023,50,238,0
Shoes,Jacket,Premium,408.0065088,41.3912835,Jacket in Shoes category,07:21.7,Available,287,21,30,Supplier_2,07:21.7,41.3912835,18891.06287,79,6/12/2021,23,0,0
Kids,Jeans,Medium,83.98923198,27.23408425,Jeans in Kids category,07:21.7,Out of Stock,489,42,3,Supplier_3,07:21.7,27.23408425,2200.159216,36,7/30/2022,30,0,0
Home,Jeans,Medium,35.13843969,36.72067732,Jeans in Home category,07:21.7,Out of Stock,394,17,10,Supplier_5,07:21.7,36.72067732,3112.951329,140,5/12/2022,19,0,0
Kids,Jacket,Premium,221.9131844,45.21679907,Jacket in Kids category,07:21.7,Out of Stock,255,84,15,Supplier_9,07:21.7,45.21679907,31000.64215,255,9/6/2022,36,0,0
Home,Jeans,Medium,45.19697016,26.86309539,Jeans in Home category,07:21.7,Available,209,51,26,Supplier_8,07:21.7,26.86309539,6908.633976,209,6/14/2024,24,0,0
Women,Shirt,High,153.5506388,42.54971514,Shirt in Women category,07:21.7,Available,324,90,26,Supplier_7,07:21.7,42.54971514,23024.18793,261,4/14/2024,15,0,0
Men,Dress,Premium,208.3844465,17.85275321,Dress in Men category,07:21.7,Available,458,57,15,Supplier_9,07:21.7,17.85275321,20713.03235,121,8/23/2024,34,0,0
Accessories,Jeans,Medium,45.12182516,26.92134758,Jeans in Accessories category,07:21.7,Out of Stock,315,84,6,Supplier_6,07:21.7,26.92134758,3792.058504,115,7/15/2023,28,0,0
Men,Jeans,Medium,84.93601004,36.96902158,Jeans in Men category,07:21.7,Out of Stock,464,83,10,Supplier_8,07:21.7,36.96902158,1552.543947,29,4/30/2021,17,0,0
Home,Dress,High,165.3473484,33.42910403,Dress in Home category,07:21.7,Out of Stock,467,85,18,Supplier_10,07:21.7,33.42910403,23445.59401,213,6/5/2021,22,0,0
Men,Shirt,Medium,72.00176674,49.22460171,Shirt in Men category,07:21.7,Available,449,57,20,Supplier_6,07:21.7,49.22460171,4606.457164,126,12/21/2023,51,267,0
Kids,Dress,Premium,423.6565532,21.09015141,Dress in Kids category,07:21.7,Available,184,78,18,Supplier_3,07:21.7,21.09015141,48808.78472,146,5/8/2021,18,0,0
Accessories,Jacket,High,172.0825034,36.5365695,Jacket in Accessories category,07:21.7,Out of Stock,61,10,11,Supplier_5,07:21.7,36.5365695,6661.777055,61,4/3/2022,13,0,0
Accessories,Dress,Premium,242.8789417,20.17077894,Dress in Accessories category,07:21.7,Available,144,14,13,Supplier_9,07:21.7,20.17077894,24623.82264,127,12/17/2023,50,0,0
Shoes,Jeans,Low,22.97781041,42.89110735,Jeans in Shoes category,07:21.7,Available,91,95,1,Supplier_10,07:21.7,42.89110735,118.1013577,9,4/23/2021,16,0,0
Shoes,Sneakers,Low,27.9222215,29.64891453,Sneakers in Shoes category,07:21.7,Available,124,96,13,Supplier_9,07:21.7,29.64891453,1885.784248,96,3/7/2023,10,0,0
Men,Dress,High,148.2707402,9.668575257,Dress in Men category,07:21.7,Available,67,88,2,Supplier_8,07:21.7,9.668575257,5491.337955,41,9/14/2023,37,0,0
Shoes,Jacket,Medium,56.32774749,44.4793203,Jacket in Shoes category,07:21.7,Out of Stock,246,17,2,Supplier_5,07:21.7,44.4793203,6442.350943,206,5/15/2022,19,0,0
Home,Shirt,Premium,335.0862192,28.22982274,Shirt in Home category,07:21.7,Out of Stock,261,56,21,Supplier_5,07:21.7,28.22982274,62768.40507,261,5/21/2021,20,0,0
Men,Sneakers,Medium,87.49682857,27.64999306,Sneakers in Men category,07:21.7,Available,409,16,23,Supplier_4,07:21.7,27.64999306,17281.9815,273,3/6/2022,9,0,0
Men,Shirt,Premium,232.2259114,22.88890681,Shirt in Men category,07:21.7,Available,500,45,23,Supplier_8,07:21.7,22.88890681,39037.68269,218,11/30/2021,48,0,0
Kids,Dress,Low,13.12411208,35.54481915,Dress in Kids category,07:21.7,Out of Stock,172,64,25,Supplier_2,07:21.7,35.54481915,1454.977271,172,11/7/2021,44,128,0
Home,Dress,Medium,62.76454972,36.21466435,Dress in Home category,07:21.7,Available,60,69,11,Supplier_9,07:21.7,36.21466435,960.829889,24,10/4/2023,40,0,0
Women,Bags,High,135.9445272,20.72953024,Bags in Women category,07:21.7,Available,132,14,25,Supplier_9,07:21.7,20.72953024,7327.94284,68,3/30/2022,13,0,0
Women,Jeans,Medium,90.38633289,15.64037533,Jeans in Women category,07:21.7,Out of Stock,171,17,26,Supplier_1,07:21.7,15.64037533,12352.43053,162,2/12/2022,6,140,0
Men,Shirt,High,129.7433469,9.130074378,Shirt in Men category,07:21.7,Available,468,68,7,Supplier_2,07:21.7,9.130074378,23461.63889,199,5/24/2021,21,0,0
Shoes,Sneakers,Premium,404.4731507,30.16272506,Sneakers in Shoes category,07:21.7,Out of Stock,322,36,15,Supplier_8,07:21.7,30.16272506,56777.0783,201,6/23/2022,25,7,0
Accessories,Shirt,High,142.4503382,46.38418563,Shirt in Accessories category,07:21.7,Available,449,53,4,Supplier_7,07:21.7,46.38418563,18101.09041,237,12/31/2021,52,0,0
Home,Bags,High,122.3373593,10.56280265,Bags in Home category,07:21.7,Available,435,11,28,Supplier_2,07:21.7,10.56280265,20679.45494,189,7/28/2021,30,0,0
Women,Sneakers,High,140.2022965,19.35482175,Sneakers in Women category,07:21.7,Out of Stock,230,54,9,Supplier_10,07:21.7,19.35482175,26005.27014,230,1/18/2022,3,0,0
Men,Dress,High,191.0951456,43.88763144,Dress in Men category,07:21.7,Available,373,31,28,Supplier_10,07:21.7,43.88763144,18228.76211,170,8/12/2021,32,43,0
Accessories,Jeans,Low,27.79012024,16.45656223,Jeans in Accessories category,07:21.7,Out of Stock,181,91,15,Supplier_5,07:21.7,16.45656223,4202.244748,181,12/9/2022,49,0,0
Men,Bags,Low,26.97640009,9.813516061,Bags in Men category,07:21.7,Out of Stock,92,71,5,Supplier_7,07:21.7,9.813516061,1824.680005,75,6/14/2024,24,0,0
Accessories,Shirt,Premium,446.9991702,38.32330139,Shirt in Accessories category,07:21.7,Available,299,68,19,Supplier_8,07:21.7,38.32330139,41629.84398,151,11/4/2022,44,0,0
Men,Jacket,Premium,254.3840907,11.38735344,Jacket in Men category,07:21.7,Available,429,50,10,Supplier_6,07:21.7,11.38735344,70329.94025,312,5/31/2021,22,115,0
Home,Dress,Medium,50.58792393,10.37899699,Dress in Home category,07:21.7,Out of Stock,370,96,17,Supplier_7,07:21.7,10.37899699,15414.71764,340,1/3/2022,1,203,0
Men,Bags,High,119.9761345,5.211446323,Bags in Men category,07:21.7,Available,157,18,3,Supplier_3,07:21.7,5.211446323,15125.24447,133,2/27/2021,8,132,0
Men,Jacket,Premium,385.5238503,36.58166111,Jacket in Men category,07:21.7,Available,136,45,4,Supplier_10,07:21.7,36.58166111,28850.15298,118,10/1/2022,39,0,0
Women,Sneakers,Medium,78.3798855,35.25431822,Sneakers in Women category,07:21.7,Out of Stock,283,37,4,Supplier_10,07:21.7,35.25431822,7053.915184,139,11/22/2022,47,24,0
Kids,Shirt,Medium,53.65704812,22.97092267,Shirt in Kids category,07:21.7,Available,16,23,12,Supplier_2,07:21.7,22.97092267,661.3044654,16,8/4/2022,31,0,0
Shoes,Shirt,Premium,239.303104,24.34824013,Shirt in Shoes category,07:21.7,Available,251,51,29,Supplier_2,07:21.7,24.34824013,35845.3279,198,9/30/2023,39,244,0
Home,Dress,Low,11.15374443,15.65698617,Dress in Home category,07:21.7,Out of Stock,86,81,6,Supplier_2,07:21.7,15.65698617,809.0367622,86,3/25/2024,13,217,0
Women,Sneakers,Medium,88.01425578,39.48233305,Sneakers in Women category,07:21.7,Available,234,67,26,Supplier_3,07:21.7,39.48233305,12463.81676,234,8/1/2022,31,0,0
Kids,Shirt,Medium,62.55262902,11.41030699,Shirt in Kids category,07:21.7,Available,121,73,18,Supplier_3,07:21.7,11.41030699,6705.237024,121,4/15/2021,15,0,0
Shoes,Sneakers,Low,12.81852165,17.15304437,Sneakers in Shoes category,07:21.7,Available,306,37,2,Supplier_9,07:21.7,17.15304437,923.9186801,87,2/3/2024,5,0,0
Accessories,Jeans,Low,24.47900395,19.2175713,Jeans in Accessories category,07:21.7,Out of Stock,352,37,28,Supplier_3,07:21.7,19.2175713,1364.45664,69,10/19/2023,42,0,0
Accessories,Jeans,Low,18.53942513,14.96854272,Jeans in Accessories category,07:21.7,Out of Stock,173,55,8,Supplier_9,07:21.7,14.96854272,1702.549083,108,12/14/2023,50,0,0
Home,Dress,High,110.6019982,31.52950979,Dress in Home category,07:21.7,Out of Stock,61,56,22,Supplier_10,07:21.7,31.52950979,4619.513552,61,10/1/2020,40,0,0
Kids,Dress,Medium,75.33218594,38.30295809,Dress in Kids category,07:21.7,Available,104,86,11,Supplier_8,07:21.7,38.30295809,4833.683955,104,2/10/2021,6,0,0
Shoes,Sneakers,Premium,414.6591883,49.68784978,Sneakers in Shoes category,07:21.7,Out of Stock,496,32,10,Supplier_1,07:21.7,49.68784978,52781.86029,253,7/12/2021,28,0,0
Men,Sneakers,Medium,35.53146092,26.65175533,Sneakers in Men category,07:21.7,Out of Stock,110,96,6,Supplier_3,07:21.7,26.65175533,2866.787318,110,8/27/2024,35,0,0
Kids,Sneakers,Medium,60.8266823,15.00115448,Sneakers in Kids category,07:21.7,Available,29,68,3,Supplier_2,07:21.7,15.00115448,1499.357354,29,3/26/2024,13,0,0
Men,Jeans,High,187.4962893,28.29524299,Jeans in Men category,07:21.7,Out of Stock,72,41,6,Supplier_4,07:21.7,28.29524299,8201.069279,61,6/7/2024,23,102,0
Women,Shirt,Low,5.910830391,13.97683309,Shirt in Women category,07:21.7,Available,245,52,17,Supplier_3,07:21.7,13.97683309,1245.747456,245,10/29/2022,43,0,0
Home,Sneakers,High,131.7593585,39.9005549,Sneakers in Home category,07:21.7,Available,356,18,13,Supplier_4,07:21.7,39.9005549,2850.71916,36,6/20/2023,25,67,0
Accessories,Sneakers,High,131.83595,10.49742044,Sneakers in Accessories category,07:21.7,Available,158,29,12,Supplier_1,07:21.7,10.49742044,18643.45901,158,2/22/2021,8,0,0
Accessories,Sneakers,Premium,316.4071929,39.06452872,Sneakers in Accessories category,07:21.7,Out of Stock,66,54,23,Supplier_1,07:21.7,39.06452872,12725.07813,66,5/11/2024,19,0,0
